,Average,Split_1,Split_2,Split_3,Split_4,Split_5,Test-Data,wasserstein_radi,NORM,kappa
DRSVM_withoutSupport,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,one,0.1
RegularisedSVM_withoutSupport,0.9545000000000001,0.9391666666666668,0.9791666666666667,0.9791666666666667,0.9166666666666666,0.9583333333333333,0.9581828285634899,0.1,one,0.1
Classical_SVM,0.9750000000000001,1.0,0.9791666666666667,1.0,0.9375,0.9583333333333333,0.9833287024173382,0.1,one,0.1
