,Average,Split_1,Split_2,Split_3,Split_4,Split_5,wasserstein_radi,NORM,kappa
DRSVM_withoutSupport,0.98,1.0,0.95,1.0,1.0,0.9500000000000001,0.1,two,0.1
RegularisedSVM_withoutSupport,0.99,1.0,1.0,1.0,1.0,0.9500000000000001,0.1,two,0.1
Classical_SVM,0.98,1.0,0.95,1.0,1.0,0.9500000000000001,0.1,two,0.1
